PDF_Page,Page_Num,Item_Num,On_Web,Artist_Name,Artist_Info,Desc_Num,Description,Title_  Modifier,Handwritten_Notes,Genre,Subject,Object_Type,Material,Dimensions,Image,Notes,Date_of_Sale,Verbatim_Seller,Estimated _Price,Starting _Price,Frame _Price,Selling _Price,Currency,Verbatim_Buyer,Transaction,Main Heading
640,640,50a,YES,Francois Flameng,,50a.,"""The Hussar (1796)"" The Hussar is standing in a clearing in the wood beside his jaded white  horse, and his imposing uniform shows his person off to good advantage. He  is evidently waiting for some one, for he holds the bridle of his horse care-  lessly, and his hand on his hip gives him a restful attitude.  Signed in the lower left-hand corner : "" Fran9ois Flameng.""  Panel, 10,5 in. long by 15,5 in. high ",,,,,Painting,Wood,"10,5 in long x 15,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
641,641,51,NO,,,51,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
643,643,52,NO,Jean Leon Gerome,French School,52,"Born in Vesoul, May ii, 1824; died, 1904. Pupil of Paul Delaroche and Charles Gabriel Gleyre. Medals: Third class, 1847; second class, 1848 and 1855; °^ Honor, 1867, 1874, 1878. For sculpture, 1878; Legion of Honor, 1855; Officer, 1867; Com-  mander, 1878; Member of Institute, 1865; Professor in Ecole des Beaux Arts, 1863;  Grand Officer Legion of Honor, 1990; Member of Jury, 1900. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
644,644,52a,YES,Jean Leon Gerome,,52a.,"""Pygmalion And Galatea"" In the picture here shown the master represents Galatea just as she is being im-  bued with life. The warm tint has reached nearly to her knees, but her feet  remain fastened to the pedestal, and her lower limbs still retain a cold, marble-  like appearance. The transformation from inanimation to life has been sudden,  and Pygmalion, who has witnessed it, springs forward to catch the figure in  his arms. With her left hand Galatea is made to gently disengage his - which  is resting on her left breast and side - while her right arm is fondly thrown  around his shoulder. In his delight at knowing his prayer has been answered,  he draws her to him, and is in the act of kissing her. A Cupid is seen in a  cloud in the distance, shooting an arrow at the lovers. Two masks, a picture,  and several statuettes adorn the room.  Signed on the base of the statue : * J. L. Gerome.""  Canvas, 27 in. long by 34,5 in. high. ",,,,,Painting,Canvas,"27 in long x 34,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
647,647,53,NO,Professor Eduard Grutzner,German School,53,"Born in 1846; died in 1878. Figure and humorous genre painter. Although young at his death, he painted a number of very excellent pictures. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
648,648,53a,YES,Professor Eduard Grutzner,,53a.,"""The Artist Monk"" A monk is sitting on a high scaffold painting a Christ in a picture on which  he is at work. He wears a Hght-colored gown over which is thrown a black  cloak with a hood. He has on his head a black skullcap, and on his feet are  sandals. Different paints in pots and other vessels are piled on the floor of his  scaffolding, and against the wall to the right are some of his sketches. To the  left is a stone for mixing colors. The Christ in the painting is enveloped in  red drapery. A landscape in the background.  Signed in lower left-hand corner: "" Ed. Grutzner, 1877.""  Panel, 19 in. long, by 25 in. high. ",,,Landscape,,Painting,Wood,,,,1910/04/05,,,,,,,,,Modern Paintings
651,651,54,NO,George Inness,American School,54,"Born at Newburgh, New York, May i, 1825; died August 3, 1894. He was the most remarkable of the American painters, and without doubt the most successful. He  painted landscapes which were remarkable for their beauty of color and truthfulness of  execution. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
652,652,54a,YES,George Inness,,54a.,"""Landscape At Sunset"" The sun is going down behind a cloud, throwing its red light over the trees and  bushes. A very large tree with a small one is shown to the lett, a woman with  a child in her arms being near it. At the right ot the centre is another tree,  with a slighter one to the right of it.  Signed in the lower right-hand corner: "" G. Inness, 1893.""  Canvas, 34,25 in. long by 44,5 in. high. ",,,Landscape,,Painting,Canvas,"34,25 in long x 44,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
655,655,55,NO,Jozef Israels,Dutch School,55,"Born at Groningen, 1824. Studied at Amsterdam and under Picot, at Paris. Resident of Amsterdam, and subsequently of The Hague, where he is now living. Medals at sev-  eral exhibitions in Holland and other countries. Corresponding Member of the French  Institute; Honorary Member of the Academies at The Hague, Antwerp, Edinburgh,  and Munich ; Knight of the Orders of the Dutch Lion, Francis Joseph of Austria, and  Leopold of Belgium; Officer, Legion of Honor, Commander of the Orders of Orange,  Nassau of Holland, of the Crown of Italy, of St. Michael of Bavaria, and of Friedrich of  Wiirtemberg. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
656,656,55a,YES,Jozef Israels,,55a.,"""The Frugal Meal"" This picture presents a family of peasants in a cottage, partaking of a frugal  meal, which is being served by the good wife and mother. On the right of  and beside the mother is a little girl with spoon in hand ready to help herself  to the food before her. The baby is seated opposite in a high-backed chair,  and at the other end ot the table the father, with his arms at rest, is sitting  holding a pipe in his mouth. His son is near by, and both wear their caps,  which is a little singular, but is probably explained by the fact that such was  the custom of the time and place. A beer mug is on the table, and also a  huge loaf of bread, while beneath it the family cat is waiting patiently for any  morsels that may be dropped to her.  Signed in the lower left-hand corner : '* Jozef Israels.""  From the George L Seney collection, 1891.  Canvas, 41,75 in. long by 27,75 in. high. ",,,,,Painting,Canvas,"41,75 in long x 27,75 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
659,659,56,NO,Charles Emile Jacque,French School,56,"Born in Paris, May 23, 18 ij. Medals: Third class, 1861 and 1863; first class, 1864; Legion of Honor, 1867. Died May 7, 1894. Medal of Honor, Universal Exposition, 1889. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
660,660,56a,YES,Charles Emile Jacque,,56a.,"""The Shepherd And His Flock"" This conception presents a silent retreat in the midst of the woods, which is  being enjoyed by a flock of sheep wending their way to a cool and tempting  brook. A glimpse of the blue sky is seen through the branches of an old  tree, and the stream in the foreground reflects the dark green of the dense  foliage with charming effect. The shepherd, conveniently near, is resting on  his crook, watching and waiting until the sheep have quenched their thirst.  At his left is the faithful shepherd dog abiding his master's time to move on.  Signed in the lower right-hand corner : "" Ch. Jacque.""  Canvas, 32 in. long by 25,5 in. high. ",,,,,Painting,Canvas,"32 in long x 25,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
663,663,57,NO,Professor Ludwig Knaus,German School,57,"Born at Wiesbaden, October lo, 1829. Pupil of Diisseldorf Academy, under Sohn and Schadow in 1846 to 1852. Professor at the Berlin Academy from 1874 to 1884. Mem-  ber of the Vienna, Berlin, Munich, Amsterdam, Antwerp, and Christiania academies. Med-  als : Paris, second class, 1853; Medal of Honor, 1867 ; first class, 1855, 1857; Legion  of Honor, 1859; Vienna, 1882; Munich, 1883; Medal of Honor, Antwerp, 1885;  Knight of Prussian Order of Merit, etc., and many other medals. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
664,664,57a,YES,Professor Ludwig Knaus,,57a.,"""A Country Festival"" This picture is recognized as a very important production, and a most faith-  ful picture of peasant life. It presents a number of jolly peasants gathered  together, celebrating their festal day. The five musicians are discoursing their  favorite music and the happy listeners are keeping time to its strains. The  picture contains 103 figures, including the little dog to the left. The dancers  whirl and the jolly couples intermingle, while in the background the members  of the families are looking on and enjoying the scene. Everything depicts joy,  and every one seems contented. The picture has a charm to it difficult to  describe. Its most conclusive lesson is that contentment is more than riches.  In a letter written to the present owner by Professor Knaus, he says: ""This  picture, no doubt, is one of my best works, and I presume will have a good  place in your collection. The subject of the picture is a kirmess, a festival  with dancing which the peasants in our country generally enjoy when they  have finished their work in the fields in the month of October. The peasant  costume presented is to be found in many variations in the central part of  Germany, Westphalia, Hessia, etc. The neighborhood where specially the  peasants which are represented live is called the 'Schwalm,' so called for a  little river in the immediate surroundings of the small university of Marburg,  between Frankfort on the Main and Cassell.""  Signed in lower left-hand corner: "" L. Knaus, 1883.""  Canvas, 57,5 in. long by 40,5 in. high. ",,,,,Painting,Canvas,"57,5 in long x 40,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
667,667,58,NO,Jules Bastien-Lepage,French School,58,"Born at Damvillers, Meuse, November i, 1848; died at Paris, December 10, 1884. He was a pupil of Mr. Cabanel. Medals: 1874, 1875, ^^T^j Legion of Honor, 1879. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
668,668,58a,YES,Jules Bastien-Lepage,,58a.,"""The Forge A blacksmith with a pipe in his mouth and hammer in his hand is about to  insert his punch into a piece of red-hot iron that lays upon the anvil. Another  anvil is to the right, while still farther to the right is a window through which  a dim light penetrates. Old tools and scraps of iron are piled upon the window  sill. To the left of the blacksmith is the open forge, and racks containing  blacksmith's tools are seen on the walls.  The picture is painted in clare-obscure, by which a wonderful effect is pro-  duced.  Signed in the lower right-hand corner : "" J. Bastien-Lepage, Damvillers, i 862.""  Canvas, 22 in. long by 18,25 in. high. ",,,,,Painting,Canvas,"22 in long x 18,25 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
671,671,59,NO,Joseph Henri Francois van Lerius,Flemish School,59,"Born at Boom, near Antwerp, November 23, 1823 ; died at Mechlin, February 28, 1876. Pupil at Brussels and Antwerp academies. Professor at Antwerp Academy, 1854.  Member of Dresden Academy, 1858, and of Amsterdam Academy, 1863. Gold Medal,  Order of Leopold, 1861 ; Bavarian Order of St. Michael, 1869. In his later years he  became insane. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
672,672,59a,YES,Joseph Henri Francois van Lerius,,59a.,"""Paul And Virginia"" Two happy lovers are shown wending their way down a rocky path. ""Paul ""  is carrying a large banana leaf, with which he protects the fair "" Virginia ""  from the rays of the noonday sun. A wreath which he has woven rests on  her head, while in the folds of her white gown, which is caught up in front,  she carries some pineapples. Her arms are bare from just above the elbow  down, as are also her feet. His shirt is open at the neck, showing a part  of his breast, and his lower limbs are naked from below the knee.  Signed: ""J. Van Lerius, 1851.""  Canvas, 26,25 in. long by 33,25 in. high. ",,,,,Painting,Canvas,"26,25 in long x 33,25 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
675,675,60,NO,Baron Hendrik Leys,Flemish School ,60,"Born at Antwerp, Februan.- 18, 1815 ; died there August 25, 1869. Pupil of F. de Braekeleer, and of Antwerp Academy. Medals: Gold Medal in Brussels, 1835; P^ris, 1855 and 1867; Order of Leopold, 1840; Officer, 1856; Commander, 1867; Legion  of Honor, 1862; made Baron in 1862. Member of Brussels Academy in 1845. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
676,676,60a,YES,Baron Hendrik Leys,,60a.,"""The Book-Stall"" This picture is illustrative of a ""book-stall"" in an old Flemish street in the six-  teenth century. The second story of the house shows old Flemish architecture.  In "" Gems of Modern Belgian Art,"" by William B. Scott, published in London, 1872, this picture was chosen to represent Baron Leys' work, and is described  as follows : "" The Professor, accompanied by a verger, or college porter, stands  leisurely examining the text of a little book. The keeper of the shop, who is  a scholar himself, and his wife, who has the aspect of a well-to-do housewife,  stand behind the row of books ; the husband, in a reserved, dignified manner,  leaving his frau to attend to the * Professor,' which she seems very willing to do.  This picture was called by Leys, * Jacob van Liesvelt, Imprimeur a Anvers au 16"""" Siecle ; ' but as the name of Liesvelt, who was the first printer of the  Bible in Flemish, and who suffered martyrdom for asserting that salvation came  through Christ alone, is scarcely known in this country, - nor does the design  very clearly illustrate his history, - I have called it simply what it appears to  be, 'A Book-Stall, A. D. 1500.'""  From the Silzer collection.  Signed at the right-hand end of the roof: *' H. Leys, 1853.""  Panel, 24,25 in. long by 28 in. high. ",,,,,Painting,Wood,"24,25 in long x 28 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
679,679,61,NO,Jean Louis Ernest Meissonier,French School,61,"Born in Lyons, February 21, 1815; died January 31, 1891. Went to Paris in 1830, where he was for four months the pupil of Leon Cogniet. But he formed himself simply  by studying the works of old masters, especially the Dutch School. He first became  known as an illustrator of books. His first exhibited picture was ""The Visitors,"" 1834.  Medals: Third class, 1840; second class, 1841; first class, 1843, 1848; of Honor, 1855, 1867, 1878; Legion of Honor, 1846; Ofiicer, 1856; Commander, 1867; Grand  Officer, 1878; Member of Institute, 1861; Munich Academy, 1867; Honorary Mem-  ber Royal Academy, London, and other academies; Grand Medal of Honor, Universal  Exposition, 1885; Medals of Honor, 1867. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
680,680,61a,YES,Jean Louis Ernest Meissonier,,61a.,"""The Reconnaissance"" This conception is a very simple one, yet it has attracted wide attention. An  officer in full uniform is the central figure, who is standing at ease, and look-  ing across the country through a pair of field-glasses. A mounted attendant  holds the horse from which he has dismounted. He carries a memorandum-  book in his left hand. The master painted another picture - a little larger -  of this same subject.  Signed : "" E. Meissonier,"" in the lower right-hand corner.  On the reverse of the panel is another picture commenced but not finished.  Panel, 13,625 in. long by 11,75 in. high. ",,,,,Painting,Wood,"13,625 in long x 11,75 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
683,683,62,NO,Jean Francois Millet,French School,62,"Born at Greville, October 4, 1814; died at Barbizon, January 20, 1875. Pupil of Mouchel, Langlois, and Delaroche. A peasant himself in origin, his representations of  peasant life were painted with simple, earnest feeling and a comprehension of its pathos  such as no other painter has reached. His best work began in 1849 with contributions  to the Salon, which were continued up to 1870. His early work treated generally of the  nude, but later he dropped that entirely. Medals: Second class, 1853 and 1864; first  class, 1867; Legion of Honor, 1868. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
684,684,62a,YES,Jean Francois Millet,,62a.,"""The Pig-Killers"" The scene of this remarkable work is a barn-yard. The stable door stands  open, through which a large, fat sow has been coaxed and pulled by two  athletic peasants. A rope is fastened around the animal's snout, but it braces  itself on the soft ground, and persists in defying the efforts of the peasants.  One sturdy fellow gets hold of the bristles on its back as a last resort, and  planting his foot against the stable door, does what he can to force the stub-  born creature forward, while a woman, with her natural sense of humanity,  holds a pail of feed temptingly near its nose, but apparently with little effect.  Several children, with scared faces, stand against the wall, at a distance, watching  the proceedings. The picture was a great favorite with the master. It was  in his collection when he died, and was purchased from his heirs by Mr.  Hecht, of Paris, from whom it was purchased by Mr. Yerkes. It was also in  the collection of Millet's works, which were exhibited at the Universal Ex-  position in Paris, in 1889.  Signed in the lower left-hand corner: ""J. F. Millet.""  Canvas, 36,5 in. long by 29 in. high. ",,,,,Painting,Canvas,"36,5 in long x 29 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
688,688,63a,YES,Jean Francois Millet,,63a.,"""Diana And Her Nymphs Sleeping"" Diana is represented lying on the bank of a stream, one foot in the water, and  the other is drawn up on the bank. Her head rests on her right arm, and her  left arm is thrown above it. The figure is slightly draped, the arms, bust, and  lower part of legs being nude. A bow and quiver full of arrows lie beside her  to the left. To the right her nymphs lie sleeping. The whole picture is of a  beautiful golden tone.  Signed in the lower left-hand corner: ""J. F. Millet.""  Canvas, 13,5 in. long by 16,25 in. high. ",,,,,Painting,Canvas,"13,5 in long x 16,25 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
691,691,64,NO,Adolphe Monticelli,French School ,64,"Born in 1824; died, 1886. His pictures are noted for the richness of their color and the beautiful tones which they display. They are somewhat suggestive of the figure  pieces of Diaz, and are beginning to rank with the Barbizon School. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
692,692,64a,YES,Adolphe Monticelli,,64a.,"""Diana And Her Nymphs Bathing"" Eight nude nymphs are grouped around Diana, who is about to take her bath  in a large pool in the woods. Some of the nvmphs are partly in the water,  while Diana is standing on the brink, almost ready to step in. In the back-  ground are the forest trees with the light gently shining through them. The  whole picture is one of beautiful color and most poetic sentiment.  Signed in the lower left-hand corner: "" Monticelli.""  Panel, 30,25 in. long by 18 in. high. ",,,,,Painting,Wood,"30,25 in long x 18 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
695,695,65,NO,Emilio Sanchez-Perrier,Spanish School,65,"Born at Seville, Spain; died, 1907. Landscape painter. Pupil under Cano at the School of Madrid. He exhibited in the National Exposition of Fine Arts, 1878, and at the  Exposition at Cadiz, 1879, was awarded a gold medal. He was a Knight Commander of  the Order of Isabella the Catholic. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
696,696,65a,NO,Emilio Sanchez-Perrier,,65a.,"""A Nook On The Lake"" On the right a stone wall extends along the edge of the lake, joining a high  bank which surrounds the lake to the extreme left. In the middle background  is a boat with a man in it. Up on the bank in the extreme background is a  large low house, and other houses can be seen beyond it. Over the wall to the  right several large trees are seen, their dark trunks outlining sharply against  the clear evening sky. A large building is to be seen back of the trees. The  water has a most limpid appearance, and is here and there ruffled by the breeze.  Signed : "" E. Sanchez-Perrier, Alcala.""  Fund, 21 in. long by 15 in. high. ",,,,,,,21 in long x 15 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
699,699,66,YES,Ivan Pokitonow,"Russian School, A native of Russia; studio in Paris",66,"""Duck-Hunting From A Boat"" A bateau containing two men is lying in the river. One of the occupants  carries a pole with which to push the boat, while the other holds his gun  readv to shoot the ducks as they rise from the water. The bank of the stream  is shown to the left, while to the right are thick grass and bushes. The  landscape is very pretty and effective.  Signed in the lower right-hand corner: ""J. Pokitonow, 1890.""  Panel, 13,75 in. long by 8,5 in. high. ",,,Landscape,,Painting,Wood,"13,75 in long x 8,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
703,703,67,NO,Theodore Rousseau,French School ,67,"Born at Paris, April 15, 1812; died at Barbizon, December 22,1 867. Pupil of Remond and of Lethiere. Always in more or less needy circumstances, he was at the last annoyed  by an intrigue about the Officer's Cross of the Legion of Honor, and finally died of a broken  heart. He showed himself a true ""naturalist"" in his first picture (1826); and up to 1848 - when his works, after being for thirteen years excluded from the Salon by the  academical jury then abolished, were readmitted - fought the battle of naturalism with  varying success. With Corot, Daubigny, Dupre, and Diaz he founded the modern French  school of landscape painting, of which he is one of the chief glories. Few, if any, have  surpassed him in the rendering of atmospheric effects, in the ability to diffuse light and  air throughout a landscape, and in the power of communicating to others the deep  feelings excited by nature in a highly sensitive organization like his own. Medals: Third  class, 1834 ; first class, 1849 and 1^55 » Medal of Honor, 1867; Legion of Honor, 1852. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
704,704,67a,YES,Theodore Rousseau,,67a.,"""Paysage Du Berry"" A clear afternoon in midsummer is presented in this picture, after the mas-  ter's best style. The river Berry is flowing gently through the grass-covered  fields to the beautiful landscape in the distance. A man is shown in the fore-  ground pushing a boat along the placid stream. To the right a red-roofed  cottage can be seen among the trees, and beside it is the thatched covering of  an outbuilding erected for the protection of the horses and cattle. In the dis-  tance is another cottage, and a little to the left of that, nestling on the left bank  of the stream, is a village, the church spire of which shows above a small clump  of trees. In the meadow to the left of the stream several cows are grazing,  while others are lying down. The sky shows the genial warmth of summer.  Signed in the lower left-hand corner: ""Th. Rousseau.""  Panel, 25 in. long by 16 in. high. ",,,Landscape,,Painting,Wood,25 in long x 16 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
708,708,68,YES,Theodore Rousseau,,68,"""Valley Of Tiffange"" A rugged field covered with stones and scattered bushes. To the right is a  high hill covered with a scrubby growth ; a tree in the foreground to the right ;  to the left are some houses ; in the background stone walls, among which, on  the left, a woman with a red dress is seen. Two clumps of trees are on the  left, and among them some figures are visible.  Signed in the lower left-hand corner: ""Th. Rousseau, 1873.""  Canvas, 40,5 in. long by 25 in. high. ",,,,,Painting,Canvas,"40,5 in long x 25 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
711,711,69,NO,Ferdinand Victor Leon Roybet,French School ,69,"Born at Uzes (Gard), April 20, 1840. Pupil in Lyons, of the Ecole des Beaux Arts. Professor of Engraving at Lyons. Medal, 1886; Legion of Honor, 1892; Medal of  Honor, Paris, 1893; Grand Medal, Munich, 1894; Medal of Honor, Berlin, 1895;  Officer Legion of Honor, 1900. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
712,712,69a,YES,Ferdinand Victor Leon Roybet,,69a.,"""Preparing For The Hunt"" The master, arrayed in his hunting costume, stands with one foot on a ^tool,  while his assistant is adjusting his leggings. The latter is in a stooping posture,  very intent on his work. The master has his right hand on his knee, while  his left is supported hy the muzzle of his gun. He watches the movements of  his attendant, and the fine setter dog standing by seems all absorbed in waiting  for the signal for the departure. The picture of a little child hangs on the  wall. In the background, and to the left, the entrance to the stairway is seen  as it winds to the second floor, and on the table to the right are some fruit and  a tankard.  Signed in the lower left-hand corner: "" F. Roybet, 1881.""  Panel, 25 in. long by 19,25 in. high. ",,,,,Painting,Wood,"25 in long x 19,25 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
715,715,70,NO,Alfred Stevens,Belgian School,70,"Born at Brussels, May 11, 1828; died, 1906. Pupil of the Paris School of Beaux Arts, also of Navez and Roqueplan. Medals: Brussels, 1851 ; Order of Leopold, 1855 ; Paris,  first class, 1867, 1878; Officer, 1863; Legion of Honor, 1863; Commander, 1878;  Officer, 1867; Commander of Austrian Order of Francis Joseph, and of the Bavarian  Order of St. Michael; Grand Medals of Honor for Brussels at Paris, 1889; at Amster-  dam at the Universal Exposition of Berlin, 1894; and of Austria, The Cross of the Lion  of the Netherlands and of the Order of Merit from Bavaria; Grand Officer Order of  Compbodge as a result of his historical panorama of the Century by the Ministers of the  Colonies at Paris. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
716,716,70a,YES,Alfred Stevens,,70a.,"""Lady With Cherries"" A lady with reddish hair and wearing a green dress is reclining in an easy  chair with a high red back. In her lap is a basket of cherries, and her left  hand is raised to her shoulder and holds a cherry.  Signed to the left of centre A. S. (in monogram).  Canvas, 13 in. long by 16 in. high. ",,,,,Painting,Canvas,13 in long x 16 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
717,717,71,NO,,,71,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
720,720,72,YES,Sir Laurenz Alma-Tadema,English School,72,"""Spring"" A great festival to celebrate May Day is shown, and a procession of children  and maidens winds slowly down through marble archways between lofty temples.  In the far-off distance the procession can be seen coming, while spectators, both  men and women, line the way. High up on the roofs of the temples, maidens  throw riowers down upon those below, while at the sides and peering from the  balconies are more men and women. In the procession are two men carrying  a garland-decked banner from slender poles. The most prominent figures in  the composition are the four women at the left-hand side, one of whom has  red hair adorned with lilies. There is also a maiden in the foreground with  white flowers held gracefully at her throat, while behind her walks a girl wear-  ing red flowers upon her head. In front of them are children with flowers.  The most prominent figure among them is a little girl with blond hair, carry-  ing bluebells, and beside her to the left is another carrying red flowers. A  maiden playing the pipe is on the extreme right, while behind her is another  with jet-black hair, singing. Behind her again is another maiden with red  flowers on her head, and still farther behind her a very prominent blonde with  red hair.  A man with a torch stands on the platform of the steps. In the picture are  one hundred and nineteen people ; about half that number are clearly defined.  Signed under large column in lower left-hand corner : "" L. Alma Tadema, OP. CCCXXVI.""  Canvas, 32 in. long by 72 in. high. ",,,,,Painting,Canvas,32 in long x 72 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
723,723,73,NO,Constant Troyon,French School,73,"Born at Sevres, August 28, 18 10; died at Paris, February 21, 1865. Pupil of Riocreux and Poupart. He showed an individual feeling in first exhibited works in 1836, He  visited Holland in 1847 ^""^ completed his education. After 1848 he introduced cattle  into his landscapes. He rose to be one of the greatest, if not the first, of modern  French landscape painters. Medals: Third class, 1838; first class, 1846, 1848, 1855;  second class, 1840; Legion of Honor, 1849. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
724,724,73a,YES,Constant Troyon,,73a.,"""Going To Market"" A morning after a heavy shower is shown. The sun has come out bright  and hot. The landscape shows the effect of the sun's rays, as a mist in the  background is rising from the trees and foliage. The road to the right is  partly covered with water to the depth of a few inches, and the animals are  walking in it. To the extreme right is a man, and near him a cow. In  front, on the same side, is a sheep, and beside it a reddish-brown cow, which  look toward the spectator. Behind it is a black and white cow drinking, a  cream-colored cow, a white calf, and another cow. Behind them are two men  on horseback, one of whom is in a blue smock, and being followed by a num-  ber of cows. In the background, to the right, are a man and a woman. To  the left of the centre, a woman holding a baby is riding in a donkey-cart, -  the donkey trotting toward the front. A black dog, with white breast and  forefeet, runs playfully in front of the cart. To the left of the cart a woman  with a basket upon her arm is walking.  From the Fop Smit Collection.  Signed in the lower left-hand corner : "" C. Troyon, 1862.""  Canvas, 43 in. long by 32 in. high. ",,,Landscape,,Painting,Canvas,43 in long x 32 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
728,728,74,YES,Constant Troyon,,74,"""Landscape With Cattle "" A bright summer day is here depicted, and three cows beside a wooded hill  are endeavoring to keep within the shade of the trees. The one in the fore-  ground is not altogether successful, however, for the sun shines on its hind-  quarter, which gives a beautiful effect to the coloring. Next beyond is a  dark-brown cow lying down, while further on is a white one standing entirely  in the shade. In the background the peasant's hut is seen. This picture has  the golden tone peculiar to this artist fully developed.  Signed in the lower left-hand corner : "" C. Troyon.""  Panel, 25,5 in. long by 18 in. high. ",,,Landscape,,Painting,Wood,"25,5 in long x 18 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
732,732,75,YES,Constant Troyon,,75,"""The Normandy Ox"" In the foreground a large ox stands facing obliquely to the left and front. A  bright light is thrown on its sides, back, and hind-quarters. The landscape is  almost covered by the animal, which fills a great portion of the canvas.  Signed in the lower left-hand corner: "" C. Troyon.""  Canvas, 28,5 in. long by 36 in. high.  Collection of William Schaus, New York, 1878.  Collection of Francis Bartlett, Boston.  Purchased from T. J. Blakeslee, 1893. ",,,Landscape,,Painting,Canvas,"28,5 in long x 36 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
736,736,76,NO,Constant Troyon,,76,"""The Old Farm"" A little to the right of the centre ot this picture an old cottage is shown,  which is entered by a low door. The roof is thatched, and the trees on either  side are parted so as to show the white walls of the building. A woman is  standing near the door, while to the left, just beyond the trees, another woman  climbs up the rocky steps with a bunch of fagots on her back. A pool of  water is in the foreground, and beside it, to the left, a number of flags and red  flowers are growing.  Signed in the lower left-hand corner: *' C. Troyon.""  From the Seney collection.  Pane!, 16,5 in. long by 11 in. high. ",,,,,,,"16,5 in long x 11 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
739,739,77,NO,Joseph Mallord William Turner,English School,77,"Born in London, April 23, 1775 ;died there, December 19, 1851. Son of a hair-dresser, in whose rooms his drawings were first exhibited. Entered school at the Royal Academy  in 1789; studied perspective under Thomas Malton and architectural drawing with  Hardwick. In 1807 he became professor of perspective in the Royal Academy. At  this time his painting was very much an imitation of*Claude Lorrain. He visited Italy  three times, - in 18 19, 1829, and 1840. In later years, when his style of painting was  entirely changed, he disclaimed any affiliation whatever with Claude's works. In fact, it  was not until after he was forty years old that he really became a great painter. He  stands alone as the greatest exponent of color in this school of art.  "" He went,"" says Ruskin, "" to the cataract for its iris, to the conflagration for its flames,  asked of the sea its intensest azure, and of the sky its clearest gold."" ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
740,740,77a,YES,Joseph Mallord William Turner,,77a.,"""Rockets And Blue Lights"" A stormy day and the waves rolling in on the shore. At the left in back- ground is a vessel in distress sending up rockets. The smoke rising on the  right comes from a steamer almost hidden from sight by the high waves sur-  rounding her. Another steamer is seen in the distance. It is evident by the  masts that it is a sailing vessel which is sending up the rockets. In the far  distance can be seen the rocks of a dangerous, bleak shore. In the foreground  on the left is a group of six tishermen who are looking out to sea.  Canvas, 48 in. long by 37 in. high.  Collection of the late Earl of Arran, from whom it was purchased by Mr.  Locket Agnew. Purchased from James Orrock, London, 1901. ",,,,,Painting,Canvas,48 in long x 37 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
